vessel_name,full_date,scheduled_departure,avg_temperature,avg_dew_point,avg_relative_humidity_in_percent,delay_indicator
Coastal Reissance,2016/12/28,12:00:00,4.95,3.9,93,0
Queen of Oak Bay,2016/12/28,12:50:00,4.95,3.9,93,0
Spirit of Vancouver Island,2016/12/28,13:00:00,4.5,3.5,93.5,0
Queen of Cowichan,2016/12/28,14:10:00,4.15,3.05,93,0
Queen of Surrey,2016/12/28,14:45:00,4.15,3.05,93,1
Coastal Celebration,2016/12/28,14:00:00,4.15,3.05,93,0
Spirit of British Columbia,2016/12/28,15:00:00,4.05,3,93.5,1
Coastal Inspiration,2016/12/28,15:15:00,4.05,3,93.5,0
Queen of Coquitlam,2016/12/28,15:10:00,4.05,3,93.5,0
Queen of New Westminster,2016/12/28,15:15:00,4.05,3,93.5,0
Coastal Reissance,2016/12/28,16:00:00,4,3.15,94.5,0
Queen of Surrey,2016/12/28,16:50:00,4,3.15,94.5,1
Queen of New Westminster,2016/12/28,17:45:00,4.05,3.35,95,0
Spirit of Vancouver Island,2016/12/28,17:00:00,4.05,3.35,95,0
Coastal Inspiration,2016/12/28,17:45:00,4.05,3.35,95,0
Queen of Oak Bay,2016/12/28,17:20:00,4.05,3.35,95,0
Coastal Celebration,2016/12/28,18:00:00,4.25,3.55,95.5,0
Queen of Surrey,2016/12/28,18:50:00,4.25,3.55,95.5,1
Spirit of British Columbia,2016/12/28,19:00:00,4.3,3.65,96,1
Queen of Coquitlam,2016/12/28,19:30:00,4.3,3.65,96,0
Queen of imo,2016/12/28,19:20:00,4.3,3.65,96,0
Queen of New Westminster,2016/12/28,20:15:00,4.45,3.75,95.5,0
Coastal Inspiration,2016/12/28,20:15:00,4.45,3.75,95.5,0
Queen of Surrey,2016/12/28,20:45:00,4.45,3.75,95.5,1
Spirit of Vancouver Island,2016/12/28,21:00:00,4.7,3.7,93.5,0
Queen of Oak Bay,2016/12/28,21:30:00,4.7,3.7,93.5,0
Coastal Inspiration,2016/12/28,22:45:00,4.7,3.4,91.5,0
Queen of New Westminster,2016/12/28,22:45:00,4.7,3.4,91.5,0
Coastal Inspiration,2016/12/29,5:15:00,4.05,3.1,93.5,0
Queen of New Westminster,2016/12/29,5:15:00,4.05,3.1,93.5,0
Queen of Coquitlam,2016/12/29,6:20:00,4.25,3.3,93.5,0
Queen of Surrey,2016/12/29,6:20:00,4.25,3.3,93.5,0
Coastal Inspiration,2016/12/29,7:45:00,4.4,3.45,93.5,0
Spirit of British Columbia,2016/12/29,7:00:00,4.4,3.45,93.5,0
Queen of New Westminster,2016/12/29,7:45:00,4.4,3.45,93.5,0
Queen of Oak Bay,2016/12/29,8:30:00,4.65,3.7,93.5,0
Queen of Surrey,2016/12/29,8:25:00,4.65,3.7,93.5,0
Spirit of Vancouver Island,2016/12/29,9:00:00,4.55,3.7,94,0
Queen of New Westminster,2016/12/29,10:15:00,4.15,3.3,94,0
Queen of Surrey,2016/12/29,10:25:00,4.15,3.3,94,0
Queen of Coquitlam,2016/12/29,10:40:00,4.15,3.3,94,0
Coastal Inspiration,2016/12/29,10:15:00,4.15,3.3,94,0
Queen of imo,2016/12/29,10:10:00,4.15,3.3,94,1
Spirit of British Columbia,2016/12/29,11:00:00,4.15,3.25,94,0
Queen of Cowichan,2016/12/29,12:00:00,4.3,3.4,94,0
Coastal Reissance,2016/12/29,12:00:00,4.3,3.4,94,0
Coastal Inspiration,2016/12/29,12:45:00,4.3,3.4,94,0
Queen of New Westminster,2016/12/29,12:45:00,4.3,3.4,94,0
Queen of Surrey,2016/12/29,12:35:00,4.3,3.4,94,0
Queen of Oak Bay,2016/12/29,12:50:00,4.3,3.4,94,0
Spirit of Vancouver Island,2016/12/29,13:00:00,4.1,3.1,93,0
Queen of Surrey,2016/12/29,14:45:00,4.05,3,93,1
Coastal Celebration,2016/12/29,14:00:00,4.05,3,93,0
Spirit of British Columbia,2016/12/29,15:00:00,4.2,3.25,94,0
Coastal Inspiration,2016/12/29,15:15:00,4.2,3.25,94,0
Queen of New Westminster,2016/12/29,15:15:00,4.2,3.25,94,0
Queen of Coquitlam,2016/12/29,15:10:00,4.2,3.25,94,0
Coastal Reissance,2016/12/29,16:00:00,4.15,3.25,94,0
Queen of Surrey,2016/12/29,16:50:00,4.15,3.25,94,1
Spirit of Vancouver Island,2016/12/29,17:00:00,4.1,3.15,94,0
Queen of New Westminster,2016/12/29,17:45:00,4.1,3.15,94,0
Queen of Oak Bay,2016/12/29,17:20:00,4.1,3.15,94,0
Coastal Inspiration,2016/12/29,17:45:00,4.1,3.15,94,0
Coastal Celebration,2016/12/29,18:00:00,4.05,3.15,94,0
Queen of Surrey,2016/12/29,18:50:00,4.05,3.15,94,1
Queen of imo,2016/12/29,19:20:00,3.75,2.9,94,0
Queen of Coquitlam,2016/12/29,19:30:00,3.75,2.9,94,0
Spirit of British Columbia,2016/12/29,19:00:00,3.75,2.9,94,0
Queen of Surrey,2016/12/29,20:45:00,3.5,2.65,94.5,1
Queen of New Westminster,2016/12/29,20:15:00,3.5,2.65,94.5,0
Coastal Inspiration,2016/12/29,20:15:00,3.5,2.65,94.5,0
Queen of Oak Bay,2016/12/29,21:30:00,3.15,2.35,95,0
Spirit of Vancouver Island,2016/12/29,21:00:00,3.15,2.35,95,0
Coastal Inspiration,2016/12/29,22:45:00,2.7,1.95,95,0
Coastal Inspiration,2016/12/30,5:15:00,3.15,2.15,93.5,0
Queen of New Westminster,2016/12/30,5:15:00,3.15,2.15,93.5,0
Queen of Cowichan,2016/12/30,6:20:00,2.4,1.55,94.5,0
Queen of Surrey,2016/12/30,6:20:00,2.4,1.55,94.5,0
Queen of New Westminster,2016/12/30,7:45:00,2.15,1.55,96.5,0
Coastal Inspiration,2016/12/30,7:45:00,2.15,1.55,96.5,0
Spirit of British Columbia,2016/12/30,7:00:00,2.15,1.55,96.5,0
Queen of Oak Bay,2016/12/30,8:30:00,2.75,2.25,96.5,0
Queen of Surrey,2016/12/30,8:25:00,2.75,2.25,96.5,0
Spirit of Vancouver Island,2016/12/30,9:00:00,2.8,2.2,96,0
Queen of New Westminster,2016/12/30,10:15:00,3.05,1.95,93,0
Coastal Inspiration,2016/12/30,10:15:00,3.05,1.95,93,0
Queen of imo,2016/12/30,10:10:00,3.05,1.95,93,0
Queen of Cowichan,2016/12/30,10:40:00,3.05,1.95,93,0
Queen of Surrey,2016/12/30,10:25:00,3.05,1.95,93,0
Spirit of British Columbia,2016/12/30,11:00:00,3.75,2.3,90,0
Coastal Reissance,2016/12/30,12:00:00,4.2,2.5,88.5,1
Queen of Surrey,2016/12/30,12:35:00,4.2,2.5,88.5,1
Coastal Inspiration,2016/12/30,12:45:00,4.2,2.5,88.5,0
Queen of Coquitlam,2016/12/30,12:00:00,4.2,2.5,88.5,0
Queen of New Westminster,2016/12/30,12:45:00,4.2,2.5,88.5,0
Queen of Oak Bay,2016/12/30,12:50:00,4.2,2.5,88.5,0
Spirit of Vancouver Island,2016/12/30,13:00:00,4.3,2.35,87,0
Queen of Surrey,2016/12/30,14:45:00,4.45,2.2,85,1
Coastal Celebration,2016/12/30,14:00:00,4.45,2.2,85,0
Queen of New Westminster,2016/12/30,15:15:00,4.5,2.05,84,0
Queen of Cowichan,2016/12/30,15:10:00,4.5,2.05,84,0
Spirit of British Columbia,2016/12/30,15:00:00,4.5,2.05,84,0
Coastal Inspiration,2016/12/30,15:15:00,4.5,2.05,84,0
Coastal Reissance,2016/12/30,16:00:00,3.75,1.95,88,0
Queen of Surrey,2016/12/30,16:50:00,3.75,1.95,88,1
Coastal Inspiration,2016/12/30,17:45:00,2.9,1.45,90.5,0
Spirit of Vancouver Island,2016/12/30,17:00:00,2.9,1.45,90.5,0
Queen of New Westminster,2016/12/30,17:45:00,2.9,1.45,90.5,0
Queen of Oak Bay,2016/12/30,17:20:00,2.9,1.45,90.5,0
Coastal Celebration,2016/12/30,18:00:00,2.25,1,91.5,0
Queen of Surrey,2016/12/30,18:50:00,2.25,1,91.5,1
Queen of Cowichan,2016/12/30,19:30:00,2.4,1.45,93,0
Queen of imo,2016/12/30,19:20:00,2.4,1.45,93,1
Spirit of British Columbia,2016/12/30,19:00:00,2.4,1.45,93,0
Queen of New Westminster,2016/12/30,20:15:00,3.2,2,91.5,0
Queen of Surrey,2016/12/30,20:45:00,3.2,2,91.5,1
Coastal Inspiration,2016/12/30,20:15:00,3.2,2,91.5,0
Spirit of Vancouver Island,2016/12/30,21:00:00,3.35,2.2,92,0
Queen of Oak Bay,2016/12/30,21:30:00,3.35,2.2,92,0
Queen of New Westminster,2016/12/30,22:45:00,3.3,2.35,93.5,0
Coastal Inspiration,2016/12/30,22:45:00,3.3,2.35,93.5,0
Queen of New Westminster,2016/12/31,5:15:00,1.7,1.3,97,0
Coastal Inspiration,2016/12/31,5:15:00,1.7,1.3,97,0
Queen of Surrey,2016/12/31,6:20:00,1.95,1.55,97,0
Queen of Cowichan,2016/12/31,6:20:00,1.95,1.55,97,0
Queen of New Westminster,2016/12/31,7:45:00,2.15,1.65,96.5,0
Spirit of British Columbia,2016/12/31,7:00:00,2.15,1.65,96.5,0
Coastal Inspiration,2016/12/31,7:45:00,2.15,1.65,96.5,0
Queen of Oak Bay,2016/12/31,8:30:00,2.45,1.8,95.5,0
Queen of imo,2016/12/31,8:35:00,2.45,1.8,95.5,0
Queen of Surrey,2016/12/31,8:25:00,2.45,1.8,95.5,0
Spirit of Vancouver Island,2016/12/31,9:00:00,2.75,1.95,94.5,0
Coastal Inspiration,2016/12/31,10:15:00,3,2.1,94,0
Queen of Surrey,2016/12/31,10:25:00,3,2.1,94,0
Queen of Cowichan,2016/12/31,10:40:00,3,2.1,94,0
Queen of New Westminster,2016/12/31,10:15:00,3,2.1,94,0
Spirit of British Columbia,2016/12/31,11:00:00,2.75,1.9,94.5,0
Queen of imo,2016/12/31,12:15:00,2.1,1.4,95.5,0
Coastal Inspiration,2016/12/31,12:45:00,2.1,1.4,95.5,0
Queen of New Westminster,2016/12/31,12:45:00,2.1,1.4,95.5,0
Queen of Oak Bay,2016/12/31,12:50:00,2.1,1.4,95.5,0
Queen of Surrey,2016/12/31,12:35:00,2.1,1.4,95.5,0
Spirit of Vancouver Island,2016/12/31,13:00:00,1.9,1.4,96.5,0
Queen of Surrey,2016/12/31,14:45:00,1.9,1.55,97,0
Coastal Inspiration,2016/12/31,15:15:00,1.9,1.6,97,0
Queen of Cowichan,2016/12/31,15:10:00,1.9,1.6,97,0
Spirit of British Columbia,2016/12/31,15:00:00,1.9,1.6,97,0
Queen of New Westminster,2016/12/31,15:15:00,1.9,1.6,97,0
Queen of Surrey,2016/12/31,16:50:00,1.8,1.5,97.5,0
Queen of Oak Bay,2016/12/31,17:20:00,1.5,1.2,98,0
Coastal Inspiration,2016/12/31,17:45:00,1.5,1.2,98,0
Spirit of Vancouver Island,2016/12/31,17:00:00,1.5,1.2,98,1
Queen of New Westminster,2016/12/31,17:45:00,1.5,1.2,98,0
Queen of Surrey,2016/12/31,18:50:00,1.4,1.1,98,0
Queen of Cowichan,2016/12/31,19:30:00,1.7,1.35,97.5,0
Spirit of British Columbia,2016/12/31,19:00:00,1.7,1.35,97.5,0
Queen of Surrey,2016/12/31,20:45:00,1.9,1.35,96,0
Queen of imo,2016/12/31,20:45:00,1.9,1.35,96,1
Spirit of Vancouver Island,2016/12/31,21:00:00,1.7,1.05,95.5,0
Queen of Oak Bay,2016/12/31,21:30:00,1.7,1.05,95.5,0
Queen of Cowichan,2017/1/1,6:20:00,1.35,0.7,95,0
Spirit of British Columbia,2017/1/1,7:00:00,1.45,-1.4,82,0
Queen of Oak Bay,2017/1/1,8:30:00,1.6,-4.25,65.5,0
Queen of Surrey,2017/1/1,8:25:00,1.6,-4.25,65.5,0
Spirit of Vancouver Island,2017/1/1,9:00:00,2.4,-4.9,58.5,0
Queen of Surrey,2017/1/1,10:25:00,3.05,-5.8,52.5,0
Queen of New Westminster,2017/1/1,10:15:00,3.05,-5.8,52.5,0
Coastal Inspiration,2017/1/1,10:15:00,3.05,-5.8,52.5,0
Queen of Cowichan,2017/1/1,10:40:00,3.05,-5.8,52.5,0
Queen of imo,2017/1/1,11:10:00,2.75,-6.9,49,0
Spirit of British Columbia,2017/1/1,11:00:00,2.75,-6.9,49,0
Queen of Oak Bay,2017/1/1,12:50:00,2.3,-7.45,48.5,0
Queen of New Westminster,2017/1/1,12:45:00,2.3,-7.45,48.5,0
Coastal Inspiration,2017/1/1,12:45:00,2.3,-7.45,48.5,0
Queen of Surrey,2017/1/1,12:35:00,2.3,-7.45,48.5,0
Spirit of Vancouver Island,2017/1/1,13:00:00,2.35,-8.8,43.5,0
Queen of Surrey,2017/1/1,14:45:00,2.6,-7.8,46,0
Queen of New Westminster,2017/1/1,15:15:00,2.7,-6.15,52,0
Coastal Inspiration,2017/1/1,15:15:00,2.7,-6.15,52,0
Queen of Cowichan,2017/1/1,15:10:00,2.7,-6.15,52,0
Spirit of British Columbia,2017/1/1,15:00:00,2.7,-6.15,52,0
Queen of Surrey,2017/1/1,16:50:00,2.35,-8.2,46,0
Queen of New Westminster,2017/1/1,17:45:00,1.95,-8.5,46,0
Coastal Inspiration,2017/1/1,17:45:00,1.95,-8.5,46,0
Spirit of Vancouver Island,2017/1/1,17:00:00,1.95,-8.5,46,0
Queen of Oak Bay,2017/1/1,17:20:00,1.95,-8.5,46,0
Queen of Surrey,2017/1/1,18:50:00,1.7,-9.15,45,1
Queen of imo,2017/1/1,18:40:00,1.7,-9.15,45,1
Coastal Celebration,2017/1/1,18:00:00,1.7,-9.15,45,0
Queen of Cowichan,2017/1/1,19:30:00,1.5,-9.15,45.5,0
Spirit of British Columbia,2017/1/1,19:00:00,1.5,-9.15,45.5,0
Queen of Surrey,2017/1/1,20:45:00,1,-9.25,46.5,1
Queen of imo,2017/1/1,21:35:00,0.35,-11.6,40.5,1
Spirit of Vancouver Island,2017/1/1,21:00:00,0.35,-11.6,40.5,0
Queen of Oak Bay,2017/1/1,21:30:00,0.35,-11.6,40.5,0
Queen of New Westminster,2017/1/2,5:15:00,-2.15,-10.65,52.5,0
Coastal Inspiration,2017/1/2,5:15:00,-2.15,-10.65,52.5,0
Queen of Surrey,2017/1/2,6:20:00,-1.2,-10.4,50,0
Queen of Cowichan,2017/1/2,6:20:00,-1.2,-10.4,50,0
Spirit of British Columbia,2017/1/2,7:00:00,-0.6,-11.45,44,0
Coastal Inspiration,2017/1/2,7:45:00,-0.6,-11.45,44,0
Queen of New Westminster,2017/1/2,7:45:00,-0.6,-11.45,44,0
Queen of Surrey,2017/1/2,8:25:00,-0.2,-12.2,40,0
Queen of Oak Bay,2017/1/2,8:30:00,-0.2,-12.2,40,0
Spirit of Vancouver Island,2017/1/2,9:00:00,0.75,-12.7,36,0
Queen of New Westminster,2017/1/2,10:15:00,1.35,-13.6,32,0
Queen of Surrey,2017/1/2,10:25:00,1.35,-13.6,32,0
Queen of imo,2017/1/2,10:10:00,1.35,-13.6,32,0
Coastal Inspiration,2017/1/2,10:15:00,1.35,-13.6,32,0
Queen of Cowichan,2017/1/2,10:40:00,1.35,-13.6,32,0
Spirit of British Columbia,2017/1/2,11:00:00,2.05,-11.5,36,0
Queen of Oak Bay,2017/1/2,12:50:00,3.1,-8.55,42,0
Coastal Inspiration,2017/1/2,12:45:00,3.1,-8.55,42,0
Queen of New Westminster,2017/1/2,12:45:00,3.1,-8.55,42,0
Queen of Surrey,2017/1/2,12:35:00,3.1,-8.55,42,0
Spirit of Vancouver Island,2017/1/2,13:00:00,3.05,-9.15,40.5,0
Queen of Coquitlam,2017/1/2,14:10:00,2.4,-10.85,37,0
Queen of Surrey,2017/1/2,14:45:00,2.4,-10.85,37,0
Coastal Celebration,2017/1/2,14:00:00,2.4,-10.85,37,1
Coastal Inspiration,2017/1/2,15:15:00,2.05,-11.65,35.5,0
Queen of Cowichan,2017/1/2,15:10:00,2.05,-11.65,35.5,0
Spirit of British Columbia,2017/1/2,15:00:00,2.05,-11.65,35.5,0
Queen of New Westminster,2017/1/2,15:15:00,2.05,-11.65,35.5,0
Queen of Surrey,2017/1/2,16:50:00,1.3,-11.6,37.5,1
Coastal Inspiration,2017/1/2,17:45:00,0.15,-11.5,41,0
Queen of New Westminster,2017/1/2,17:45:00,0.15,-11.5,41,0
Spirit of Vancouver Island,2017/1/2,17:00:00,0.15,-11.5,41,1
Queen of Oak Bay,2017/1/2,17:20:00,0.15,-11.5,41,0
Queen of Surrey,2017/1/2,18:50:00,-0.15,-9.45,50,0
Coastal Celebration,2017/1/2,18:00:00,-0.15,-9.45,50,0
Queen of imo,2017/1/2,19:20:00,-0.45,-8.35,55.5,0
Queen of Cowichan,2017/1/2,19:30:00,-0.45,-8.35,55.5,0
Spirit of British Columbia,2017/1/2,19:00:00,-0.45,-8.35,55.5,0
Queen of New Westminster,2017/1/2,20:15:00,-1.15,-8.8,56.5,0
Queen of Surrey,2017/1/2,20:45:00,-1.15,-8.8,56.5,0
Coastal Inspiration,2017/1/2,20:15:00,-1.15,-8.8,56.5,0
Spirit of Vancouver Island,2017/1/2,21:00:00,-1.6,-8.4,60,0
Queen of Coquitlam,2017/1/2,21:30:00,-1.6,-8.4,60,1
Coastal Inspiration,2017/1/2,22:45:00,-2.05,-8.8,60,0
Queen of New Westminster,2017/1/2,22:45:00,-2.05,-8.8,60,0
Coastal Inspiration,2017/1/3,5:15:00,-2.7,-10.4,55.5,0
Queen of New Westminster,2017/1/3,5:15:00,-2.7,-10.4,55.5,0
Queen of Cowichan,2017/1/3,6:30:00,-3.1,-10.5,56.5,0
Queen of Surrey,2017/1/3,6:20:00,-3.1,-10.5,56.5,0
Queen of New Westminster,2017/1/3,7:45:00,-3.2,-10.3,57.5,0
Spirit of British Columbia,2017/1/3,7:00:00,-3.2,-10.3,57.5,0
Coastal Inspiration,2017/1/3,7:45:00,-3.2,-10.3,57.5,0
Queen of Coquitlam,2017/1/3,8:30:00,-2.15,-9.45,57,0
Queen of Surrey,2017/1/3,8:25:00,-2.15,-9.45,57,0
Spirit of Vancouver Island,2017/1/3,9:00:00,-1.05,-9.2,53.5,0
Queen of Surrey,2017/1/3,10:25:00,-0.1,-9.65,48.5,0
Queen of imo,2017/1/3,10:10:00,-0.1,-9.65,48.5,0
Queen of New Westminster,2017/1/3,10:15:00,-0.1,-9.65,48.5,0
Coastal Inspiration,2017/1/3,10:15:00,-0.1,-9.65,48.5,0
Queen of Cowichan,2017/1/3,10:30:00,-0.1,-9.65,48.5,0
Spirit of British Columbia,2017/1/3,11:00:00,0.8,-10.55,42.5,0
Queen of New Westminster,2017/1/3,12:45:00,0.75,-12.6,36,0
Queen of Surrey,2017/1/3,12:35:00,0.75,-12.6,36,0
Queen of Coquitlam,2017/1/3,12:30:00,0.75,-12.6,36,1
Coastal Inspiration,2017/1/3,12:45:00,0.75,-12.6,36,0
Spirit of Vancouver Island,2017/1/3,13:00:00,0.5,-12.75,36.5,0
Coastal Celebration,2017/1/3,14:00:00,0.35,-13.05,36,0
Queen of Surrey,2017/1/3,14:45:00,0.35,-13.05,36,0
Coastal Inspiration,2017/1/3,15:15:00,-0.1,-13.3,36.5,0
Queen of New Westminster,2017/1/3,15:15:00,-0.1,-13.3,36.5,0
Spirit of British Columbia,2017/1/3,15:00:00,-0.1,-13.3,36.5,0
Queen of Cowichan,2017/1/3,15:00:00,-0.1,-13.3,36.5,0
Queen of Surrey,2017/1/3,16:50:00,-1.15,-9.9,53,0
Queen of New Westminster,2017/1/3,17:45:00,-2,-7.4,67,0
Coastal Inspiration,2017/1/3,17:45:00,-2,-7.4,67,0
Queen of Coquitlam,2017/1/3,17:00:00,-2,-7.4,67,0
Spirit of Vancouver Island,2017/1/3,17:00:00,-2,-7.4,67,0
Queen of Surrey,2017/1/3,18:50:00,-2.25,-7.95,65,0
Spirit of British Columbia,2017/1/3,19:00:00,-2.1,-8.95,59,0
Queen of imo,2017/1/3,19:20:00,-2.1,-8.95,59,1
Queen of New Westminster,2017/1/3,20:15:00,-1.6,-9.25,55.5,0
Queen of Surrey,2017/1/3,20:45:00,-1.6,-9.25,55.5,0
Coastal Inspiration,2017/1/3,20:15:00,-1.6,-9.25,55.5,0
Queen of Coquitlam,2017/1/3,21:00:00,-1,-8.4,57,0
Spirit of Vancouver Island,2017/1/3,21:00:00,-1,-8.4,57,0
Coastal Inspiration,2017/1/3,22:45:00,-1.2,-7.55,62,0
Queen of New Westminster,2017/1/3,22:45:00,-1.2,-7.55,62,0
Coastal Inspiration,2017/1/4,5:15:00,-4.75,-7.5,81.5,0
Queen of New Westminster,2017/1/4,5:15:00,-4.75,-7.5,81.5,0
Queen of Surrey,2017/1/4,6:20:00,-4.7,-6.75,86,0
Queen of Cowichan,2017/1/4,6:30:00,-4.7,-6.75,86,0
Queen of New Westminster,2017/1/4,7:45:00,-4.6,-6.65,85.5,0
Coastal Reissance,2017/1/4,7:00:00,-4.6,-6.65,85.5,0
Coastal Inspiration,2017/1/4,7:45:00,-4.6,-6.65,85.5,0
Queen of Coquitlam,2017/1/4,8:30:00,-2.7,-5.85,79,0
Queen of Surrey,2017/1/4,8:25:00,-2.7,-5.85,79,0
Coastal Celebration,2017/1/4,9:00:00,-0.25,-5.25,69.5,0
Coastal Inspiration,2017/1/4,10:15:00,1.45,-4.5,65,0
Queen of imo,2017/1/4,10:10:00,1.45,-4.5,65,0
Queen of New Westminster,2017/1/4,10:15:00,1.45,-4.5,65,0
Queen of Cowichan,2017/1/4,10:30:00,1.45,-4.5,65,0
Queen of Surrey,2017/1/4,10:25:00,1.45,-4.5,65,0
Coastal Reissance,2017/1/4,11:00:00,2.95,-3.9,61,0
Queen of Coquitlam,2017/1/4,12:30:00,3,-4.7,57,0
Queen of New Westminster,2017/1/4,12:45:00,3,-4.7,57,0
Queen of Surrey,2017/1/4,12:35:00,3,-4.7,57,0
Coastal Inspiration,2017/1/4,12:45:00,3,-4.7,57,0
Coastal Celebration,2017/1/4,13:00:00,2.85,-4.2,60,0
Queen of Surrey,2017/1/4,14:45:00,2.8,-3.65,62.5,0
Coastal Reissance,2017/1/4,15:00:00,2.65,-3.35,64.5,0
Queen of New Westminster,2017/1/4,15:15:00,2.65,-3.35,64.5,0
Queen of Cowichan,2017/1/4,15:00:00,2.65,-3.35,64.5,0
Coastal Inspiration,2017/1/4,15:15:00,2.65,-3.35,64.5,0
Queen of Surrey,2017/1/4,16:50:00,1.4,-3.35,70.5,0
Queen of Coquitlam,2017/1/4,17:00:00,-0.2,-3.65,77.5,0
Queen of New Westminster,2017/1/4,17:45:00,-0.2,-3.65,77.5,0
Coastal Inspiration,2017/1/4,17:45:00,-0.2,-3.65,77.5,0
Coastal Celebration,2017/1/4,17:00:00,-0.2,-3.65,77.5,0
Queen of Surrey,2017/1/4,18:50:00,0.05,-2.95,80.5,0
Coastal Reissance,2017/1/4,19:00:00,0.85,-2.05,81,0
Queen of imo,2017/1/4,19:20:00,0.85,-2.05,81,0
Queen of New Westminster,2017/1/4,20:15:00,0.75,-1.9,82.5,0
Queen of Surrey,2017/1/4,20:45:00,0.75,-1.9,82.5,0
Coastal Inspiration,2017/1/4,20:15:00,0.75,-1.9,82.5,0
Queen of Coquitlam,2017/1/4,21:00:00,0.35,-2.15,83.5,0
Coastal Celebration,2017/1/4,21:00:00,0.35,-2.15,83.5,0
Queen of New Westminster,2017/1/4,22:45:00,-0.3,-2.85,83,0
Coastal Inspiration,2017/1/4,22:45:00,-0.3,-2.85,83,0
Queen of New Westminster,2017/1/5,5:15:00,-1.75,-3.5,88,0
Coastal Inspiration,2017/1/5,5:15:00,-1.75,-3.5,88,0
Queen of Surrey,2017/1/5,6:20:00,-1.9,-3.85,86.5,0
Queen of Cowichan,2017/1/5,6:30:00,-1.9,-3.85,86.5,0
Queen of New Westminster,2017/1/5,7:45:00,-2.05,-4.1,86,0
Coastal Reissance,2017/1/5,7:00:00,-2.05,-4.1,86,0
Coastal Inspiration,2017/1/5,7:45:00,-2.05,-4.1,86,0
Queen of Coquitlam,2017/1/5,8:30:00,-1.55,-4.05,83.5,0
Queen of Surrey,2017/1/5,8:25:00,-1.55,-4.05,83.5,0
Coastal Celebration,2017/1/5,9:00:00,-0.5,-3.5,80.5,0
Queen of Surrey,2017/1/5,10:25:00,0.8,-2.25,80.5,0
Queen of Cowichan,2017/1/5,10:30:00,0.8,-2.25,80.5,0
Queen of New Westminster,2017/1/5,10:15:00,0.8,-2.25,80.5,0
Coastal Inspiration,2017/1/5,10:15:00,0.8,-2.25,80.5,0
Queen of imo,2017/1/5,10:10:00,0.8,-2.25,80.5,0
Coastal Reissance,2017/1/5,11:00:00,2.2,-1.85,75,0
Queen of Surrey,2017/1/5,12:35:00,3.1,-2.55,66.5,0
Coastal Inspiration,2017/1/5,12:45:00,3.1,-2.55,66.5,0
Queen of New Westminster,2017/1/5,12:45:00,3.1,-2.55,66.5,0
Queen of Coquitlam,2017/1/5,12:30:00,3.1,-2.55,66.5,0
Coastal Celebration,2017/1/5,13:00:00,2.85,-3.5,63,0
Queen of Surrey,2017/1/5,14:45:00,2.15,-4.75,60,0
Queen of New Westminster,2017/1/5,15:15:00,1.8,-5.6,57.5,0
Queen of Cowichan,2017/1/5,15:00:00,1.8,-5.6,57.5,0
Coastal Inspiration,2017/1/5,15:15:00,1.8,-5.6,57.5,0
Coastal Reissance,2017/1/5,15:00:00,1.8,-5.6,57.5,0
Queen of Surrey,2017/1/5,16:50:00,1.4,-5.55,59.5,0
Coastal Inspiration,2017/1/5,17:45:00,1.1,-4.85,64.5,0
Queen of New Westminster,2017/1/5,17:45:00,1.1,-4.85,64.5,0
Queen of Coquitlam,2017/1/5,17:00:00,1.1,-4.85,64.5,0
Coastal Celebration,2017/1/5,17:00:00,1.1,-4.85,64.5,0
Queen of Surrey,2017/1/5,18:50:00,1,-4.3,68,0
Coastal Reissance,2017/1/5,19:00:00,0.85,-3.9,70.5,0
Queen of imo,2017/1/5,19:20:00,0.85,-3.9,70.5,0
Coastal Inspiration,2017/1/5,20:15:00,0.9,-3.3,73.5,0
Queen of New Westminster,2017/1/5,20:15:00,0.9,-3.3,73.5,0
Queen of Surrey,2017/1/5,20:45:00,0.9,-3.3,73.5,0
Coastal Celebration,2017/1/5,21:00:00,0.8,-3.05,75.5,0
Queen of Coquitlam,2017/1/5,21:00:00,0.8,-3.05,75.5,0
Coastal Inspiration,2017/1/5,22:45:00,0.95,-3.05,74.5,0
Queen of New Westminster,2017/1/5,22:45:00,0.95,-3.05,74.5,0
Coastal Inspiration,2017/1/6,5:15:00,1.55,-2.2,76.5,0
Queen of New Westminster,2017/1/6,5:15:00,1.55,-2.2,76.5,0
Queen of Surrey,2017/1/6,6:20:00,1.55,-2.65,74,0
Queen of Cowichan,2017/1/6,6:30:00,1.55,-2.65,74,0
Queen of New Westminster,2017/1/6,7:45:00,1.4,-2.9,73.5,0
Coastal Reissance,2017/1/6,7:00:00,1.4,-2.9,73.5,0
Coastal Inspiration,2017/1/6,7:45:00,1.4,-2.9,73.5,0
Queen of Surrey,2017/1/6,8:25:00,1.6,-2.5,74.5,0
Queen of Coquitlam,2017/1/6,8:30:00,1.6,-2.5,74.5,0
Coastal Celebration,2017/1/6,9:00:00,2.05,-2.8,70.5,0
Queen of New Westminster,2017/1/6,10:15:00,2.2,-2.95,68.5,0
Queen of imo,2017/1/6,10:10:00,2.2,-2.95,68.5,0
Queen of Surrey,2017/1/6,10:25:00,2.2,-2.95,68.5,0
Queen of Cowichan,2017/1/6,10:30:00,2.2,-2.95,68.5,0
Coastal Inspiration,2017/1/6,10:15:00,2.2,-2.95,68.5,0
Coastal Reissance,2017/1/6,11:00:00,2.3,-3.3,66,0
