vessel_name,full_date,scheduled_departure,avg_temperature,avg_dew_point_temperature,avg_relative_humidity,avg_wind_direction,avg_wind_speed,avg_visibility,avg_station_pressure,delay_indicator
Skee Queen,2017/1/1,19:00:00,2.2,-10.55,38.5,30,29,24.1,101.025,0
Spirit of British Columbia,2017/1/1,21:00:00,1.8,-10.4,40,30,30,24.1,101.1,0
Skee Queen,2017/1/1,21:00:00,1.8,-10.4,40,30,30,24.1,101.1,0
Queen of Cumberland,2017/1/2,5:20:00,0.2,-11.6,41,40,22,24.1,101.46,0
Mayne Queen,2017/1/2,5:10:00,0.2,-11.6,41,40,22,24.1,101.46,0
Spirit of Vancouver Island,2017/1/2,7:00:00,-0.1,-12.2,40,45,24.5,24.1,101.525,0
Skee Queen,2017/1/2,7:00:00,-0.1,-12.2,40,45,24.5,24.1,101.525,0
Queen of Cumberland,2017/1/2,8:30:00,-0.25,-12.2,40.5,40,22.5,24.1,101.6,0
Spirit of British Columbia,2017/1/2,9:00:00,-0.1,-12.35,39.5,35,19,24.1,101.69,0
Skee Queen,2017/1/2,9:00:00,-0.1,-12.35,39.5,35,19,24.1,101.69,0
Mayne Queen,2017/1/2,9:10:00,-0.1,-12.35,39.5,35,19,24.1,101.69,0
Queen of Cumberland,2017/1/2,10:25:00,0.25,-12,39.5,40,22,24.1,101.765,0
Spirit of Vancouver Island,2017/1/2,11:00:00,0.5,-11.45,40.5,40,20.5,24.1,101.81,0
Skee Queen,2017/1/2,11:00:00,0.5,-11.45,40.5,40,20.5,24.1,101.81,0
Coastal Celebration,2017/1/2,12:00:00,0.7,-11.45,40,40,17,24.1,101.825,0
Spirit of British Columbia,2017/1/2,13:00:00,0.85,-11.95,38,35,21,24.1,101.85,0
Skee Queen,2017/1/2,13:00:00,0.85,-11.95,38,35,21,24.1,101.85,0
Queen of Cumberland,2017/1/2,14:15:00,0.85,-11.95,38,35,22.5,24.1,101.895,0
Mayne Queen,2017/1/2,14:50:00,0.85,-11.95,38,35,22.5,24.1,101.895,0
Skee Queen,2017/1/2,15:00:00,0.75,-11.55,39.5,40,19.5,24.1,101.955,0
Spirit of Vancouver Island,2017/1/2,15:00:00,0.75,-11.55,39.5,40,19.5,24.1,101.955,1
Queen of Cumberland,2017/1/2,16:15:00,0.55,-11.4,40.5,35,17.5,24.1,102.02,0
Coastal Celebration,2017/1/2,16:00:00,0.55,-11.4,40.5,35,17.5,24.1,102.02,0
Spirit of British Columbia,2017/1/2,17:00:00,0.25,-11.55,41,30,18,24.1,102.08,0
Skee Queen,2017/1/2,17:00:00,0.25,-11.55,41,30,18,24.1,102.08,0
Queen of Cumberland,2017/1/2,18:30:00,-0.05,-11.5,42,30,16.5,24.1,102.13,0
Mayne Queen,2017/1/2,19:40:00,-0.25,-11.5,42.5,30,18,24.1,102.175,0
Skee Queen,2017/1/2,19:00:00,-0.25,-11.5,42.5,30,18,24.1,102.175,0
Spirit of Vancouver Island,2017/1/2,19:00:00,-0.25,-11.5,42.5,30,18,24.1,102.175,1
Skee Queen,2017/1/2,21:00:00,-0.4,-11.2,44,30,21,24.1,102.3,0
Spirit of British Columbia,2017/1/2,21:00:00,-0.4,-11.2,44,30,21,24.1,102.3,0
Mayne Queen,2017/1/3,5:10:00,-1.7,-13.9,39,40,17,24.1,102.71,0
Queen of Cumberland,2017/1/3,5:20:00,-1.7,-13.9,39,40,17,24.1,102.71,0
Skee Queen,2017/1/3,7:00:00,-1.75,-14.15,38.5,55,20.5,24.1,102.725,0
Spirit of Vancouver Island,2017/1/3,7:00:00,-1.75,-14.15,38.5,55,20.5,24.1,102.725,0
Queen of Cumberland,2017/1/3,8:30:00,-1.85,-13.75,40,40,22.5,24.1,102.745,0
Skee Queen,2017/1/3,9:00:00,-1.6,-13.25,41,30,18,24.1,102.78,0
Spirit of British Columbia,2017/1/3,9:00:00,-1.6,-13.25,41,30,18,24.1,102.78,0
Mayne Queen,2017/1/3,9:10:00,-1.6,-13.25,41,30,18,24.1,102.78,0
Queen of Cumberland,2017/1/3,10:25:00,-1.25,-13.6,39,35,20.5,24.1,102.795,0
Skee Queen,2017/1/3,11:00:00,-0.9,-13.75,37.5,40,23.5,24.1,102.79,0
Spirit of Vancouver Island,2017/1/3,11:00:00,-0.9,-13.75,37.5,40,23.5,24.1,102.79,0
Coastal Celebration,2017/1/3,12:00:00,-0.6,-13.3,38,40,17.5,24.1,102.79,0
Skee Queen,2017/1/3,13:00:00,-0.45,-13,38.5,45,19.5,24.1,102.78,0
Spirit of British Columbia,2017/1/3,13:00:00,-0.45,-13,38.5,45,19.5,24.1,102.78,0
Queen of Cumberland,2017/1/3,14:15:00,-0.3,-12.7,39,55,21.5,24.1,102.775,0
Mayne Queen,2017/1/3,14:50:00,-0.3,-12.7,39,55,21.5,24.1,102.775,0
Skee Queen,2017/1/3,15:00:00,-0.3,-13,38,50,17,24.1,102.76,0
Spirit of Vancouver Island,2017/1/3,15:00:00,-0.3,-13,38,50,17,24.1,102.76,0
Queen of Cumberland,2017/1/3,16:15:00,-0.45,-13.3,37.5,40,19.5,24.1,102.745,0
Spirit of British Columbia,2017/1/3,17:00:00,-0.6,-13.3,38,40,25,24.1,102.74,0
Skee Queen,2017/1/3,17:00:00,-0.6,-13.3,38,40,25,24.1,102.74,0
Queen of Cumberland,2017/1/3,18:30:00,-0.8,-13.15,39,40,24,24.1,102.73,1
Skee Queen,2017/1/3,19:00:00,-1,-13.3,39,40,24.5,24.1,102.725,0
Mayne Queen,2017/1/3,19:40:00,-1,-13.3,39,40,24.5,24.1,102.725,1
Spirit of Vancouver Island,2017/1/3,19:00:00,-1,-13.3,39,40,24.5,24.1,102.725,0
Spirit of British Columbia,2017/1/3,21:00:00,-1.3,-13.9,38,50,20,24.1,102.7,0
Skee Queen,2017/1/3,21:00:00,-1.3,-13.9,38,50,20,24.1,102.7,0
Queen of Cumberland,2017/1/4,5:20:00,0.5,-11.9,39,40,17,24.1,102.47,0
Mayne Queen,2017/1/4,5:10:00,0.5,-11.9,39,40,17,24.1,102.47,0
Bowen Queen,2017/1/4,7:00:00,0.55,-8.9,50,35,19.5,24.1,102.47,1
Coastal Celebration,2017/1/4,7:00:00,0.55,-8.9,50,35,19.5,24.1,102.47,0
Bowen Queen,2017/1/4,8:35:00,0.35,-6.3,61,15,14.5,24.1,102.525,1
Mayne Queen,2017/1/4,9:10:00,0.85,-5.6,62,185,17,24.1,102.575,0
Coastal Reissance,2017/1/4,9:00:00,0.85,-5.6,62,185,17,24.1,102.575,0
Queen of Cumberland,2017/1/4,9:00:00,0.85,-5.6,62,185,17,24.1,102.575,0
Bowen Queen,2017/1/4,10:25:00,1.95,-6,56,185,21,24.1,102.615,1
Coastal Celebration,2017/1/4,11:00:00,2.9,-7.4,47,20,17.5,24.1,102.63,1
Queen of Cumberland,2017/1/4,11:00:00,2.9,-7.4,47,20,17.5,24.1,102.63,0
Bowen Queen,2017/1/4,13:25:00,3.55,-4.55,55.5,25,14.5,24.1,102.63,1
Coastal Reissance,2017/1/4,13:00:00,3.55,-4.55,55.5,25,14.5,24.1,102.63,0
Mayne Queen,2017/1/4,14:50:00,3.8,-4.9,53,25,12.5,24.1,102.65,0
Queen of Cumberland,2017/1/4,14:15:00,3.8,-4.9,53,25,12.5,24.1,102.65,0
Bowen Queen,2017/1/4,15:00:00,3.8,-5.3,51.5,35,10,24.1,102.69,1
Coastal Celebration,2017/1/4,15:00:00,3.8,-5.3,51.5,35,10,24.1,102.69,0
Queen of Cumberland,2017/1/4,16:15:00,3.25,-5.45,53,195,7.5,24.1,102.74,0
Bowen Queen,2017/1/4,17:00:00,2.2,-5.8,55.5,355,5.5,24.1,102.78,0
Coastal Reissance,2017/1/4,17:00:00,2.2,-5.8,55.5,355,5.5,24.1,102.78,0
Queen of Cumberland,2017/1/4,18:30:00,1.1,-6.25,58,345,4,24.1,102.82,0
Coastal Celebration,2017/1/4,19:00:00,0.25,-6.4,61,175,3.5,24.1,102.855,0
Bowen Queen,2017/1/4,19:00:00,0.25,-6.4,61,175,3.5,24.1,102.855,0
Mayne Queen,2017/1/4,19:40:00,0.25,-6.4,61,175,3.5,24.1,102.855,0
Bowen Queen,2017/1/4,21:00:00,-0.5,-6.1,66,10,4,24.1,102.87,0
Coastal Reissance,2017/1/4,21:00:00,-0.5,-6.1,66,10,4,24.1,102.87,0
Queen of Cumberland,2017/1/5,5:20:00,-1.8,-6,73,360,10,24.1,102.75,0
Mayne Queen,2017/1/5,5:10:00,-1.8,-6,73,360,10,24.1,102.75,0
Coastal Celebration,2017/1/5,7:00:00,-3.1,-6.35,78.5,190,2.5,24.1,102.71,0
Bowen Queen,2017/1/5,7:00:00,-3.1,-6.35,78.5,190,2.5,24.1,102.71,0
Bowen Queen,2017/1/5,8:35:00,-3.15,-6.3,79,185,3,24.1,102.705,0
Coastal Reissance,2017/1/5,9:00:00,-1.75,-5.6,75,355,6,24.1,102.695,0
Mayne Queen,2017/1/5,9:10:00,-1.75,-5.6,75,355,6,24.1,102.695,0
Queen of Cumberland,2017/1/5,9:00:00,-1.75,-5.6,75,355,6,24.1,102.695,0
Bowen Queen,2017/1/5,10:25:00,0.45,-4.8,68,360,7,24.1,102.645,1
Coastal Celebration,2017/1/5,11:00:00,2.05,-3.95,64.5,360,3.5,24.1,102.575,0
Queen of Cumberland,2017/1/5,11:00:00,2.05,-3.95,64.5,360,3.5,24.1,102.575,0
Bowen Queen,2017/1/5,13:25:00,2.6,-3.45,64.5,170,8,24.1,102.455,1
Coastal Reissance,2017/1/5,13:00:00,2.6,-3.45,64.5,170,8,24.1,102.455,0
Mayne Queen,2017/1/5,14:50:00,2.5,-3.55,64.5,150,7.5,24.1,102.41,0
Queen of Cumberland,2017/1/5,14:15:00,2.5,-3.55,64.5,150,7.5,24.1,102.41,0
Coastal Celebration,2017/1/5,15:00:00,2.4,-2.8,68.5,140,8.5,24.1,102.365,0
Bowen Queen,2017/1/5,15:00:00,2.4,-2.8,68.5,140,8.5,24.1,102.365,1
Queen of Cumberland,2017/1/5,16:15:00,2.3,-2.5,70.5,110,7.5,24.1,102.305,0
Coastal Reissance,2017/1/5,17:00:00,1.95,-2.65,71.5,225,4,24.1,102.255,0
Bowen Queen,2017/1/5,17:00:00,1.95,-2.65,71.5,225,4,24.1,102.255,0
Queen of Cumberland,2017/1/5,18:30:00,1.3,-2.45,76,320,4,24.1,102.21,0
Mayne Queen,2017/1/5,19:40:00,0.2,-2.65,81,145,6,24.1,102.16,0
Bowen Queen,2017/1/5,19:00:00,0.2,-2.65,81,145,6,24.1,102.16,0
Coastal Celebration,2017/1/5,19:00:00,0.2,-2.65,81,145,6,24.1,102.16,0
Bowen Queen,2017/1/5,21:00:00,-0.9,-3.4,83,360,3,24.1,102.13,0
Coastal Reissance,2017/1/5,21:00:00,-0.9,-3.4,83,360,3,24.1,102.13,0
Queen of Cumberland,2017/1/6,5:20:00,2.8,-1,76,120,18,24.1,101.67,0
Mayne Queen,2017/1/6,5:10:00,2.8,-1,76,120,18,24.1,101.67,0
Bowen Queen,2017/1/6,7:00:00,2.65,-1.9,72,125,22,24.1,101.62,0
Coastal Celebration,2017/1/6,7:00:00,2.65,-1.9,72,125,22,24.1,101.62,0
Bowen Queen,2017/1/6,8:35:00,2.3,-2.3,71.5,125,22.5,24.1,101.63,0
Coastal Reissance,2017/1/6,9:00:00,2.4,-2,72.5,115,26.5,24.1,101.635,0
Queen of Cumberland,2017/1/6,9:00:00,2.4,-2,72.5,115,26.5,24.1,101.635,0
Mayne Queen,2017/1/6,9:10:00,2.4,-2,72.5,115,26.5,24.1,101.635,0
Bowen Queen,2017/1/6,10:25:00,2.7,-1.75,72.5,110,25.5,24.1,101.65,0
Coastal Celebration,2017/1/6,11:00:00,2.8,-2.05,70.5,115,22.5,24.1,101.635,0
Queen of Cumberland,2017/1/6,11:00:00,2.8,-2.05,70.5,115,22.5,24.1,101.635,0
Coastal Reissance,2017/1/6,13:00:00,3.55,-2.4,65,120,15.5,24.1,101.535,0
Bowen Queen,2017/1/6,13:25:00,3.55,-2.4,65,120,15.5,24.1,101.535,0
Queen of Cumberland,2017/1/6,14:15:00,4.15,-2.4,62.5,110,13,24.1,101.55,0
Mayne Queen,2017/1/6,14:50:00,4.15,-2.4,62.5,110,13,24.1,101.55,0
Coastal Celebration,2017/1/6,15:00:00,4.1,-2.75,61,80,12.5,24.1,101.55,0
Bowen Queen,2017/1/6,15:00:00,4.1,-2.75,61,80,12.5,24.1,101.55,0
Queen of Cumberland,2017/1/6,16:15:00,3.75,-2.75,62.5,65,7.5,24.1,101.52,0
Coastal Reissance,2017/1/6,17:00:00,3.75,-2.9,62,65,5.5,24.1,101.495,0
Bowen Queen,2017/1/6,17:00:00,3.75,-2.9,62,65,5.5,24.1,101.495,0
Queen of Cumberland,2017/1/6,18:30:00,2.55,-3.55,64.5,205,7.5,24.1,101.49,0
Bowen Queen,2017/1/6,19:00:00,2.05,-4,64.5,180,9,24.1,101.475,0
Mayne Queen,2017/1/6,19:40:00,2.05,-4,64.5,180,9,24.1,101.475,0
Coastal Celebration,2017/1/6,19:00:00,2.05,-4,64.5,180,9,24.1,101.475,0
Coastal Reissance,2017/1/6,21:00:00,2.2,-3.9,64,360,8,24.1,101.47,0
Bowen Queen,2017/1/6,21:00:00,2.2,-3.9,64,360,8,24.1,101.47,0
Queen of Cumberland,2017/1/7,5:50:00,2.6,-5.1,57,70,11,24.1,101.31,0
Mayne Queen,2017/1/7,5:40:00,2.6,-5.1,57,70,11,24.1,101.31,0
Bowen Queen,2017/1/7,7:00:00,2.45,-5.85,54.5,85,16,24.1,101.27,0
Coastal Celebration,2017/1/7,7:00:00,2.45,-5.85,54.5,85,16,24.1,101.27,0
Mayne Queen,2017/1/7,8:15:00,2.35,-6.8,51,70,14.5,24.1,101.215,0
Queen of Cumberland,2017/1/7,9:35:00,2.25,-7.15,50,60,16,24.1,101.19,0
Bowen Queen,2017/1/7,9:00:00,2.25,-7.15,50,60,16,24.1,101.19,0
Coastal Reissance,2017/1/7,9:00:00,2.25,-7.15,50,60,16,24.1,101.19,0
Coastal Celebration,2017/1/7,11:00:00,2.55,-7,49.5,50,10.5,24.1,101.07,0
Bowen Queen,2017/1/7,11:00:00,2.55,-7,49.5,50,10.5,24.1,101.07,0
Coastal Reissance,2017/1/7,13:00:00,3.15,-4.35,58,190,15,24.1,100.91,0
Bowen Queen,2017/1/7,13:00:00,3.15,-4.35,58,190,15,24.1,100.91,0
Queen of Cumberland,2017/1/7,14:30:00,3.5,-4.9,54.5,185,14.5,24.1,100.87,0
Coastal Celebration,2017/1/7,15:00:00,3.95,-5.85,49,20,10,24.1,100.86,0
Bowen Queen,2017/1/7,15:00:00,3.95,-5.85,49,20,10,24.1,100.86,0
Mayne Queen,2017/1/7,16:00:00,4,-6.2,47.5,45,8.5,24.1,100.885,0
Bowen Queen,2017/1/7,17:00:00,3.95,-6.5,46.5,45,8,24.1,100.925,0
Coastal Reissance,2017/1/7,17:00:00,3.95,-6.5,46.5,45,8,24.1,100.925,0
Queen of Cumberland,2017/1/7,18:35:00,4.3,-5.75,48,45,9.5,24.1,100.995,0
Mayne Queen,2017/1/7,19:10:00,4.65,-4.35,52,80,14.5,24.1,101.075,0
Bowen Queen,2017/1/7,19:00:00,4.65,-4.35,52,80,14.5,24.1,101.075,0
Coastal Celebration,2017/1/7,19:00:00,4.65,-4.35,52,80,14.5,24.1,101.075,0
Coastal Reissance,2017/1/7,21:00:00,4.9,-3.1,56,100,25,24.1,101.22,0
Bowen Queen,2017/1/7,21:00:00,4.9,-3.1,56,100,25,24.1,101.22,0
Mayne Queen,2017/1/8,6:00:00,4.45,-3.1,58,195,6,52.3,100.97,0
Queen of Cumberland,2017/1/8,6:25:00,4.45,-3.1,58,195,6,52.3,100.97,0
Coastal Celebration,2017/1/8,7:00:00,4.45,-2.75,59.5,360,10.5,24.1,100.825,0
Bowen Queen,2017/1/8,9:00:00,4.85,-2.85,57.5,200,8,24.1,100.58,0
Coastal Reissance,2017/1/8,9:00:00,4.85,-2.85,57.5,200,8,24.1,100.58,0
Queen of Cumberland,2017/1/8,9:35:00,4.85,-2.85,57.5,200,8,24.1,100.58,0
Coastal Celebration,2017/1/8,11:00:00,5.15,-2.2,59,40,13.5,24.1,100.22,0
Bowen Queen,2017/1/8,11:00:00,5.15,-2.2,59,40,13.5,24.1,100.22,0
Coastal Reissance,2017/1/8,13:00:00,4.65,-0.05,71.5,185,11,12.9,99.9,0
Bowen Queen,2017/1/8,13:00:00,4.65,-0.05,71.5,185,11,12.9,99.9,0
Mayne Queen,2017/1/8,14:15:00,3,0.45,83.5,360,13.5,12.9,99.775,0
Queen of Cumberland,2017/1/8,14:40:00,3,0.45,83.5,360,13.5,12.9,99.775,0
Coastal Celebration,2017/1/8,15:00:00,2.1,0.7,90.5,360,16.5,16.1,99.685,0
Bowen Queen,2017/1/8,15:00:00,2.1,0.7,90.5,360,16.5,16.1,99.685,0
Bowen Queen,2017/1/8,17:00:00,3.5,2.1,90.5,200,14,19.3,99.61,0
Mayne Queen,2017/1/8,17:25:00,3.5,2.1,90.5,200,14,19.3,99.61,0
Coastal Reissance,2017/1/8,17:00:00,3.5,2.1,90.5,200,14,19.3,99.61,0
Queen of Cumberland,2017/1/8,18:25:00,4.85,3.2,89,65,16.5,19.3,99.6,0
Bowen Queen,2017/1/8,19:00:00,5.25,3.6,89,85,15.5,19.3,99.595,0
Coastal Celebration,2017/1/8,19:00:00,5.25,3.6,89,85,15.5,19.3,99.595,0
Mayne Queen,2017/1/8,19:10:00,5.25,3.6,89,85,15.5,19.3,99.595,0
Coastal Reissance,2017/1/8,21:00:00,5.5,3.7,88,80,6,24.1,99.67,0
Bowen Queen,2017/1/8,21:00:00,5.5,3.7,88,80,6,24.1,99.67,0
Queen of Cumberland,2017/1/9,5:20:00,4.5,1.9,83,280,9,24.1,100.04,0
Mayne Queen,2017/1/9,5:10:00,4.5,1.9,83,280,9,24.1,100.04,0
Coastal Celebration,2017/1/9,7:00:00,3.95,2.4,89.5,225,4,24.1,100.15,0
Bowen Queen,2017/1/9,7:00:00,3.95,2.4,89.5,225,4,24.1,100.15,0
Bowen Queen,2017/1/9,8:35:00,4.25,2.6,89,215,3,24.1,100.205,0
Mayne Queen,2017/1/9,9:10:00,5.15,2.85,85,125,8.5,24.1,100.27,0
Queen of Cumberland,2017/1/9,9:00:00,5.15,2.85,85,125,8.5,24.1,100.27,0
Coastal Reissance,2017/1/9,9:00:00,5.15,2.85,85,125,8.5,24.1,100.27,0
Bowen Queen,2017/1/9,10:25:00,5.95,3.05,81.5,155,12.5,24.1,100.31,1
Coastal Celebration,2017/1/9,11:00:00,6.15,2.95,80,130,10,24.1,100.325,0
Queen of Cumberland,2017/1/9,11:00:00,6.15,2.95,80,130,10,24.1,100.325,0
Coastal Reissance,2017/1/9,13:00:00,6.05,2.95,80.5,125,9.5,24.1,100.315,0
Bowen Queen,2017/1/9,13:25:00,6.05,2.95,80.5,125,9.5,24.1,100.315,0
Queen of Cumberland,2017/1/9,14:15:00,5.95,2.95,81,110,11.5,24.1,100.37,0
Mayne Queen,2017/1/9,14:50:00,5.95,2.95,81,110,11.5,24.1,100.37,0
Coastal Celebration,2017/1/9,15:00:00,5.85,2.75,80.5,95,9.5,24.1,100.42,0
Bowen Queen,2017/1/9,15:00:00,5.85,2.75,80.5,95,9.5,24.1,100.42,0
Queen of Cumberland,2017/1/9,16:15:00,5.8,2.6,80,90,11,24.1,100.455,0
Bowen Queen,2017/1/9,17:00:00,5.45,2.25,80,75,11,24.1,100.45,0
Coastal Reissance,2017/1/9,17:00:00,5.45,2.25,80,75,11,24.1,100.45,0
Queen of Cumberland,2017/1/9,18:30:00,5.25,2.15,80.5,70,8,24.1,100.43,0
Bowen Queen,2017/1/9,19:00:00,5.05,2.25,82,90,13,24.1,100.425,0
Mayne Queen,2017/1/9,19:40:00,5.05,2.25,82,90,13,24.1,100.425,0
Coastal Celebration,2017/1/9,19:00:00,5.05,2.25,82,90,13,24.1,100.425,0
Coastal Reissance,2017/1/9,21:00:00,4.5,1.7,82,100,22,24.1,100.46,0
Bowen Queen,2017/1/9,21:00:00,4.5,1.7,82,100,22,24.1,100.46,0
Queen of Cumberland,2017/1/10,5:20:00,1.4,-3.3,71,360,22,9.7,100.46,0
Mayne Queen,2017/1/10,5:10:00,1.4,-3.3,71,360,22,9.7,100.46,0
Coastal Celebration,2017/1/10,7:00:00,1.1,-5.55,61.5,190,24.5,16.1,100.52,1
Bowen Queen,2017/1/10,7:00:00,1.1,-5.55,61.5,190,24.5,16.1,100.52,0
Bowen Queen,2017/1/10,8:35:00,0.95,-7.1,55,25,25.5,24.1,100.58,0
Coastal Reissance,2017/1/10,9:00:00,1.3,-7.5,52,35,19,24.1,100.63,1
Queen of Cumberland,2017/1/10,9:00:00,1.3,-7.5,52,35,19,24.1,100.63,0
Mayne Queen,2017/1/10,9:10:00,1.3,-7.5,52,35,19,24.1,100.63,0
Bowen Queen,2017/1/10,10:25:00,1.6,-8.15,48.5,35,22.5,24.1,100.645,0
Coastal Celebration,2017/1/10,11:00:00,1.75,-8.8,45.5,35,25.5,24.1,100.62,0
Queen of Cumberland,2017/1/10,11:00:00,1.75,-8.8,45.5,35,25.5,24.1,100.62,0
Bowen Queen,2017/1/10,13:25:00,2.3,-10.5,38.5,35,21.5,24.1,100.54,0
Coastal Reissance,2017/1/10,13:00:00,2.3,-10.5,38.5,35,21.5,24.1,100.54,1
Queen of Cumberland,2017/1/10,14:15:00,2.1,-11.7,35.5,35,29,24.1,100.49,0
Mayne Queen,2017/1/10,14:50:00,2.1,-11.7,35.5,35,29,24.1,100.49,0
Bowen Queen,2017/1/10,15:00:00,1.85,-12.1,35,40,30,24.1,100.51,0
Coastal Celebration,2017/1/10,15:00:00,1.85,-12.1,35,40,30,24.1,100.51,0
Queen of Cumberland,2017/1/10,16:15:00,1.4,-12.5,35,45,26.5,24.1,100.55,0
Bowen Queen,2017/1/10,17:00:00,0.85,-13.7,33,40,31,24.1,100.535,0
Coastal Reissance,2017/1/10,17:00:00,0.85,-13.7,33,40,31,24.1,100.535,0
Queen of Cumberland,2017/1/10,18:30:00,0.3,-14.2,33,35,30,24.1,100.525,0
Mayne Queen,2017/1/10,19:40:00,-0.25,-14.15,34.5,30,23.5,24.1,100.55,0
Bowen Queen,2017/1/10,19:00:00,-0.25,-14.15,34.5,30,23.5,24.1,100.55,0
Coastal Celebration,2017/1/10,19:00:00,-0.25,-14.15,34.5,30,23.5,24.1,100.55,0
Bowen Queen,2017/1/10,21:00:00,-0.6,-15.8,31,30,36,24.1,100.56,0
Coastal Reissance,2017/1/10,21:00:00,-0.6,-15.8,31,30,36,24.1,100.56,0
Queen of Cumberland,2017/1/11,5:20:00,-0.8,-14.5,35,60,18,24.1,100.7,0
Mayne Queen,2017/1/11,5:10:00,-0.8,-14.5,35,60,18,24.1,100.7,0
Bowen Queen,2017/1/11,7:00:00,-0.85,-14.2,36,55,19,24.1,100.805,0
Coastal Celebration,2017/1/11,7:00:00,-0.85,-14.2,36,55,19,24.1,100.805,0
Bowen Queen,2017/1/11,8:35:00,-0.8,-13.8,37,60,19,24.1,100.905,0
Coastal Reissance,2017/1/11,9:00:00,-0.75,-14.1,36,65,21,24.1,101.005,0
Queen of Cumberland,2017/1/11,9:00:00,-0.75,-14.1,36,65,21,24.1,101.005,0
Mayne Queen,2017/1/11,9:10:00,-0.75,-14.1,36,65,21,24.1,101.005,0
Bowen Queen,2017/1/11,10:25:00,-0.3,-14.6,33.5,50,17.5,24.1,101.1,0
Coastal Celebration,2017/1/11,11:00:00,0.15,-14.2,33.5,40,11,24.1,101.15,0
Queen of Cumberland,2017/1/11,11:00:00,0.15,-14.2,33.5,40,11,24.1,101.15,0
Coastal Reissance,2017/1/11,13:00:00,1.1,-12.25,36.5,30,9,24.1,101.205,0
Bowen Queen,2017/1/11,13:25:00,1.1,-12.25,36.5,30,9,24.1,101.205,0
Queen of Cumberland,2017/1/11,14:15:00,1.6,-12.55,34.5,55,9.5,24.1,101.265,0
Mayne Queen,2017/1/11,14:50:00,1.6,-12.55,34.5,55,9.5,24.1,101.265,0
Coastal Celebration,2017/1/11,15:00:00,1.85,-12.65,33.5,60,11,24.1,101.34,0
Bowen Queen,2017/1/11,15:00:00,1.85,-12.65,33.5,60,11,24.1,101.34,0
Queen of Cumberland,2017/1/11,16:15:00,1.65,-11.25,38,95,9,24.1,101.4,0
Coastal Reissance,2017/1/11,17:00:00,1.1,-10.3,42.5,80,4,24.1,101.475,0
Bowen Queen,2017/1/11,17:00:00,1.1,-10.3,42.5,80,4,24.1,101.475,0
Queen of Cumberland,2017/1/11,18:30:00,0.9,-10.05,44,25,4.5,24.1,101.555,0
Bowen Queen,2017/1/11,19:00:00,0.7,-9.85,45.5,25,5,24.1,101.615,0
Mayne Queen,2017/1/11,19:40:00,0.7,-9.85,45.5,25,5,24.1,101.615,0
Coastal Celebration,2017/1/11,19:00:00,0.7,-9.85,45.5,25,5,24.1,101.615,0
Coastal Reissance,2017/1/11,21:00:00,0.7,-9.4,47,10,4,24.1,101.74,0
Bowen Queen,2017/1/11,21:00:00,0.7,-9.4,47,10,4,24.1,101.74,1
Queen of Cumberland,2017/1/12,5:20:00,-2.8,-6.5,76,10,8,24.1,102.18,0
Mayne Queen,2017/1/12,5:10:00,-2.8,-6.5,76,10,8,24.1,102.18,0
Coastal Celebration,2017/1/12,7:00:00,-3.45,-6.4,80,185,5.5,24.1,102.29,0
Bowen Queen,2017/1/12,7:00:00,-3.45,-6.4,80,185,5.5,24.1,102.29,0
Bowen Queen,2017/1/12,8:35:00,-3.35,-6.15,81,355,7,24.1,102.385,0
Coastal Reissance,2017/1/12,9:00:00,-2.05,-5.75,76,355,8,24.1,102.45,0
Queen of Cumberland,2017/1/12,9:00:00,-2.05,-5.75,76,355,8,24.1,102.45,0
Mayne Queen,2017/1/12,9:10:00,-2.05,-5.75,76,355,8,24.1,102.45,0
Bowen Queen,2017/1/12,10:25:00,-0.15,-5.25,68.5,360,8.5,24.1,102.5,0
Coastal Celebration,2017/1/12,11:00:00,1.15,-4.1,68,220,8,24.1,102.51,0
Queen of Cumberland,2017/1/12,11:00:00,1.15,-4.1,68,220,8,24.1,102.51,0
Bowen Queen,2017/1/12,13:25:00,1.7,-4.2,65,190,7.5,24.1,102.455,0
Coastal Reissance,2017/1/12,13:00:00,1.7,-4.2,65,190,7.5,24.1,102.455,0
Queen of Cumberland,2017/1/12,14:15:00,2.1,-4.65,61,360,10,24.1,102.47,0
Mayne Queen,2017/1/12,14:50:00,2.1,-4.65,61,360,10,24.1,102.47,0
Bowen Queen,2017/1/12,15:00:00,2.15,-4.85,60,185,10.5,24.1,102.535,1
Coastal Celebration,2017/1/12,15:00:00,2.15,-4.85,60,185,10.5,24.1,102.535,0
Queen of Cumberland,2017/1/12,16:15:00,1.7,-4.95,61.5,10,7,24.1,102.58,0
Coastal Reissance,2017/1/12,17:00:00,0.85,-5.1,64.5,185,5,24.1,102.6,0
Bowen Queen,2017/1/12,17:00:00,0.85,-5.1,64.5,185,5,24.1,102.6,0
Queen of Cumberland,2017/1/12,18:30:00,-0.1,-5.2,68.5,355,5.5,24.1,102.65,0
Bowen Queen,2017/1/12,19:00:00,-0.8,-5.3,71.5,355,5,24.1,102.71,0
Mayne Queen,2017/1/12,19:40:00,-0.8,-5.3,71.5,355,5,24.1,102.71,0
Coastal Celebration,2017/1/12,19:00:00,-0.8,-5.3,71.5,355,5,24.1,102.71,0
Bowen Queen,2017/1/12,21:00:00,-0.9,-5,74,350,4,24.1,102.76,0
